Mouse.ID,strain,time,CLiv,CKid,CLivTCA,CKidTCA,CPlasTCA,CBldTCVG,CLivTCVG,CKidTCVG,CBldTCVC,CLivTCVC,CKidTCVC,CBldNAT,CLivNAT,CKidNAT
jac_CC-103,CC002/Unc,12,,13.56490292,128.2181301,,284.0323389,0.00157949,0.008947341,0.003342112,0.001942171,0.000192508,0.012407133,0.003998494,0.007114334,0.007937921
jac_CC-104,CC002/Unc,24,,5.013697959,155.4530022,59.78596253,245.056359,,0.005223844,,,0.000122871,,,0.004109201,
jac_CC-106,CC007/Unc,1,,83.75287209,41.2561802,,59.55529881,0.004566005,0.035691652,0.009703148,0.006891363,0.000878813,0.033544151,0.020072454,0.066746968,0.006221999
jac_CC-107,CC007/Unc,2,61.59529145,141.6775643,36.2716647,8.669971782,90.51156969,0.00318606,0.025748482,0.00782287,0.004597926,0.000485034,0.02933289,0.013030652,0.036408588,0.003646466
jac_CC-108,CC007/Unc,4,41.21161238,45.45364319,64.71641444,56.63836301,143.7717984,0.003003248,0.029577532,0.00893322,0.003778743,0.000752097,0.014524783,0.011087003,0.039253461,0.003956229
jac_CC-109,CC007/Unc,12,33.17244233,39.11750672,139.0177609,44.04250892,92.36005071,0.001600987,0.015781567,0.00771141,0.001940216,0.000244786,0.015691167,0.00588516,0.011744123,0.003459411
jac_CC-110,CC007/Unc,24,30.73344616,19.90291853,165.2926756,0,282.8006094,,0.00942104,,,0.000186861,,,0.006280553,
jac_CC-112,CC059/TauUnc,1,70.88443369,146.0229159,52.71210951,34.22092565,113.7211579,0.005238599,0.044033675,0.029857968,0.015855958,0.000556758,0.093941135,0.028199556,0.052795615,0.015405841
jac_CC-114,CC059/TauUnc,4,60.25482871,154.4909208,77.36893959,32.39176256,132.3437841,0.00323675,0.030866719,0.019626223,0.007868775,0.000605286,0.058885619,0.014279946,0.041106659,0.007643032
jac_CC-115,CC059/TauUnc,12,41.38439927,38.10854552,114.5514565,168.6049577,360.9138288,0.001659249,0.012780336,0.008632602,0.003579667,0.000245909,0.026179013,0.009202845,0.020772044,0.00514783
jac_CC-118,CC037/TauUnc,1,49.57866402,78.50849586,26.61783835,20.52966407,113.6991965,0.005639023,0.049563448,0.01539037,0.002055537,0.00050017,0.03601197,0.00874688,0.044270869,0.015862609
jac_CC-119,CC037/TauUnc,2,71.29874675,288.461189,49.92852732,15.42354939,87.47924044,0.009515253,0.169659595,0.02403299,0.018273111,0.000838412,0.08246133,0.039992163,0.090364794,0.020327507
jac_CC-120,CC037/TauUnc,4,38.1980874,81.93340853,65.07846604,34.20858906,129.0759971,0.003038824,0.031208355,0.007082772,0.00506407,0.000398644,0.021609365,0.012541905,0.033189338,0.008625727
jac_CC-121,CC037/TauUnc,12,24.17850164,10.95930155,110.352951,87.61615714,305.7097964,0.001127037,0.008131034,0.004147543,0.001246883,0.000178354,0.00745583,0.003598917,0.010743497,0.002874121
jac_CC-122,CC037/TauUnc,24,3.93033183,1.152295672,42.69006472,,165.9150427,,0.003359714,,,0.000371575,,,0.002176431,
jac_CC-124,CC051/TauUnc,1,56.74638387,77.92465514,22.8145726,6.180321722,99.46645642,0.007212039,0.051072727,0.018865249,0.004373669,0.000446028,0.03346383,0.015332213,0.03853394,0.007366001
jac_CC-125,CC051/TauUnc,2,50.62580996,88.51252746,36.9962185,33.77126603,370.184602,0.005061841,0.064922014,0.022995615,0.011174953,0.000654265,0.040623364,0.022874766,0.052762274,0.004407031
jac_CC-126,CC051/TauUnc,4,33.71781261,27.30141959,58.64803577,29.77747336,287.0764591,0.003596885,0.014327575,0.008235453,0.009054022,0.000297632,0.018243704,0.039045578,0.01567299,0.002787975
jac_CC-127,CC051/TauUnc,12,16.09209526,7.866048097,70.7872363,34.15017149,,0.000996732,0.006576582,0.003729396,0.000770442,9.61E-05,0.005370559,0.001791962,0.005450663,0.001608401
jac_CC-128,CC051/TauUnc,24,32.64413368,4.544417421,75.55134416,61.56332153,280.8365154,,0.002769898,,,0.000140856,,,0.004057195,
jac_CC-130,CC004/TauUnc,1,74.27731516,182.8955499,25.45284107,11.80832126,130.4823721,0.014009788,0.152034293,0.032461,0.008999688,0.001059919,0.096189453,0.055010435,0.08736447,0.028323197
jac_CC-131,CC004/TauUnc,2,41.63152399,69.41371624,39.38968697,18.27916741,141.3259125,0.003647718,0.05458722,0.01707758,0.009711406,0.000884394,0.053529702,0.021557853,0.053839568,0.012530628
jac_CC-132,CC004/TauUnc,4,42.91283421,56.5864217,39.91756764,59.72204769,261.9294529,0.001679706,0.0246341,0.00985341,0.003297405,0.000490857,0.028568752,0.00731998,0.021898474,0.006867368
jac_CC-133,CC004/TauUnc,12,49.94753414,28.52199708,93.34071131,52.32028737,,0.001408182,0.018112848,0.010438947,0.002745391,0.000359394,0.024240171,0.007699055,0.01386325,0.007359728
jac_CC-134,CC004/TauUnc,24,38.26977284,33.34664347,82.60374255,61.78931416,141.1542228,,0.013359264,,,0.000247322,,,0.009580567,
jac_CC-136,CC042/GeniUnc,1,54.15780119,72.95741813,32.77445442,34.07670496,,0.004442214,0.097092987,0.024350937,0.006192228,0.000598549,0.054468118,0.018347922,0.05291657,0.016983822
jac_CC-137,CC042/GeniUnc,24,8.344173703,4.727457075,32.98388519,20.90844317,104.4863924,,0.008474867,,,0.000131479,,,0.005531065,
jac_CC-139,CC006/TauUnc,1,47.30555161,76.80184591,19.24996144,13.43793487,115.9930864,0.005470236,0.100330818,0.023983037,0.009718858,0.000509082,0.057250393,0.033708496,0.059329602,0.015064967
jac_CC-140,CC006/TauUnc,24,2.698643675,3.719641894,37.2305034,18.51513086,125.0021638,,0.003746817,,,8.46E-05,,,0.004067595,
jac_CC-142,CC044/Unc,2,69.02289613,146.4987502,42.63027294,19.74956761,47.24395356,0.010500995,0.083459425,0.025831089,0.006846266,0.001538876,0.035326702,0.022858769,0.155267365,0.026566272
jac_CC-143,CC044/Unc,4,70.93973262,105.2994991,67.59875558,66.82534117,127.7390756,0.006860042,0.035674602,0.017980498,0.00655333,0.00103353,0.025453334,0.029561059,0.087920361,0.017291256
jac_CC-144,CC044/Unc,12,21.02180564,7.614164675,68.03768809,57.22020959,,0.002047004,0.00717474,0.00450239,0.003705934,0.000131006,0.008097166,0.086328228,0.008683131,0.003848689
jac_CC-146,CC060/Unc,1,47.50641532,3.162159345,28.54513569,,,0.005917088,0.051422934,0.010976702,0.006596729,0.00027601,0.011465688,0.017533017,0.020280815,0.004188
jac_CC-147,CC060/Unc,2,45.90111848,91.99043119,36.21558187,31.62383964,191.2865482,0.008270293,0.074638317,0.015553346,0.000690085,0.000849445,0.056413817,0.037065299,0.045831498,0.01129747
jac_CC-148,CC060/Unc,4,48.67882556,233.1605783,74.62465323,34.35474492,274.4540941,0.005202694,0.051491061,0.013242686,0.001539745,0.00064419,0.015591396,0.007067616,0.031192045,0.004542009
jac_CC-149,CC060/Unc,12,21.11375896,76.52516771,64.72229515,,460.7708881,0.002325802,0.012996216,0.005010791,0.001087059,0.000231049,0.004498241,0.037363566,0.009210129,0.001931237
jac_CC-150,CC060/Unc,24,5.582131208,3.585717895,31.58960404,21.00132787,114.2017608,,,,,,,,,
jac_CC-152,CC075/Unc,1,44.12422181,107.831813,22.0028695,12.97557,114.3296045,0.012469295,0.204120654,0.034866352,0.00370305,0.001602858,0.029035064,0.018872207,0.08892929,0.011595647
jac_CC-153,CC075/Unc,2,29.19429997,56.6009075,23.95742952,43.61224016,,0.004067266,0.072808691,0.017880563,0.007210067,0.000590206,0.018827226,0.025386318,0.032796994,0.007153293
jac_CC-154,CC075/Unc,4,73.35694405,14.19191373,27.33084693,30.40843435,243.0950297,0.008749461,0.197770604,0.097824139,0.000293174,0.001914124,0.078269308,0.007925172,0.131054214,0.028000382
jac_CC-155,CC075/Unc,12,35.66300737,34.1335676,84.73318702,72.65186477,205.6591043,0.003597095,0.035449623,0.009586113,0.002600073,0.000641418,0.008606956,0.007150274,0.027779731,0.005863822
jac_CC-156,CC075/Unc,24,2.277341335,4.561492406,27.36998726,40.07115666,,,,,,,,,,
jac_CC-158,CC029/Unc,2,40.96601206,122.6706122,24.5273039,17.98180851,,0.006329644,0.391682327,0.024600908,0.009171765,0.002141839,0.003276861,0.054754903,0.110173853,0.043556824
jac_CC-159,CC029/Unc,4,53.04522952,34.22778829,28.55963246,26.15353248,,0.005113512,0.047088778,0.019817677,0.008371748,0.000351236,0.00580863,0.028789112,0.046754638,0.027635897
jac_CC-160,CC029/Unc,12,68.39840884,,51.79980139,53.15049506,182.5939113,0.002934247,0.020447768,0.00768355,0.007761343,0.000263512,0.002600269,0.074104173,0.01000765,0.019264513
jac_CC-161,CC046/Unc,1,81.41895359,124.7695303,31.03010804,,64.74229109,0.005350845,0.046501162,0.021379055,0.004540397,0.000577308,0.012956303,0.014698785,0.03504807,0.031623535
jac_CC-162,CC046/Unc,2,103.6300046,144.1941712,33.82351234,19.50982004,136.8613589,0.005190842,0.067080846,0.016900138,0.008433647,0.001203039,0.023539768,0.021644552,0.096189545,0.042049408
jac_CC-163,CC046/Unc,4,99.7665159,97.49598971,44.39014931,46.68822658,284.6618958,0.006092577,0.109488462,0.019310264,0.005914555,0.002212652,0.004730073,0.025257685,0.158660304,0.053252795
jac_CC-164,CC046/Unc,24,22.63630922,11.85187767,24.45919291,47.07920803,267.6064869,,,,,,,,,
jac_CC-167,CC043/GeniUnc,2,90.60501248,136.4556799,,28.44614831,149.9584416,0.004177942,0.036851624,0.117674324,0.003577285,0.000462503,0.015470212,0.011543337,0.056532853,0.16141825
jac_CC-168,CC027/GeniUnc,1,155.7881874,223.6359578,24.79404877,25.23281823,67.11521869,0.011964675,0.290111258,0.056803147,0.001326726,0.002794843,0.008614375,0.010975861,0.218845345,0.038945532
jac_CC-169,CC027/GeniUnc,2,83.95209778,168.2400867,34.22746057,16.49271274,62.73234216,0.008310296,0.144960979,0.025364896,0.007170204,0.002188497,0.02824923,0.018543521,0.219569628,0.019651877
jac_CC-170,CC027/GeniUnc,4,155.627711,148.0125959,24.10617813,27.49481445,,0.012890951,0.227819604,0.042714469,0.001043822,0.002056577,0.049213294,0.00243938,0.168419125,0.01943478
jac_CC-172,CC027/GeniUnc,24,7.117000401,4.121567792,26.45869615,37.65092665,,,,,,,,,,
jac_CC-174,CC020/GeniUnc,1,163.1722213,114.1007409,55.72371512,4.881052159,130.7168866,0.006052806,0.076476884,0.063924614,0.000259084,0.000966774,0.04856855,0.012704646,0.083776063,0.023812419
jac_CC-175,CC020/GeniUnc,2,88.40062645,106.3019745,81.8280064,53.32515265,8.867322796,0.004665469,0.038566977,0.043414767,0.002947252,0.000403451,0.037959389,0.012516451,0.027990251,0.0136458
jac_CC-176,CC020/GeniUnc,4,109.9857752,102.5711125,143.8583854,47.04306089,320.1245801,0.00550825,0.062933424,0.05892246,0.016840132,0.000988285,0.052450816,0.03101746,0.063513915,0.018888864
jac_CC-177,CC020/GeniUnc,12,10.23254732,5.896952458,66.82306283,27.1999567,258.9529713,0.001846638,0.004856623,0.006766552,0.004289176,9.66E-05,0.003613132,0.024534208,0.003335278,0.001842155
jac_CC-178,CC020/GeniUnc,24,1.980300952,0.48260869,45.63279589,10.38060422,,,,,,,,,,
,CC052/GeniUnc,1,,,,,,0.010252992,0.126656838,0.026184506,0.008229515,0.001129181,0.03977217,0.054496862,0.075858924,0.067106453
jac_CC-181,CC052/GeniUnc,1,132.6040031,120.78279,91.8390523,31.91260777,127.6524369,0.004383702,0.132080144,0.019642715,0.010940543,0.000725393,0.043013156,0.041467269,0.105470412,0.049154694
,CC052/GeniUnc,2,,,,,,0.006486963,0.121451249,0.020826811,0.016948974,0.000545691,0.026664255,0.046385169,0.07798963,0.043492995
jac_CC-184,CC052/GeniUnc,4,88.53334756,76.99798543,190.9664401,67.16822432,,0.005080664,0.03015272,0.013927356,0.002394757,0.000369819,0.017249598,0.031004258,0.038172153,0.026198765
jac_CC-185,CC052/GeniUnc,24,0.5838863,0.494025643,46.77042636,34.50710617,175.4015505,,,,,,,,,
jac_CC-187,CC056/GeniUnc,1,83.45184983,72.81100013,46.86520936,20.21140994,,0.004530601,0.050571635,0.026776442,0.025176453,0.000776627,0.022845762,0.088950301,0.027013817,0.031087375
jac_CC-188,CC056/GeniUnc,2,80.2559104,85.99494134,71.83789183,41.79239937,154.0422181,0.003014895,0.049726,0.018349541,0.004901376,0.000480035,0.020367925,0.010106414,0.028988507,0.018189005
jac_CC-189,CC056/GeniUnc,4,53.22981306,35.06096785,114.4385186,50.52776288,188.5773245,0.003653329,0.031598019,0.014797756,0.005157067,0.000403682,0.016483631,0.015410262,0.029955289,0.016147306
jac_CC-190,CC056/GeniUnc,12,120.6846762,79.51383363,108.6342538,59.75473833,504.2744753,0.003783809,0.058419681,0.009626681,0.006454139,0.001021005,0.031562532,0.012136631,0.018278718,0.011772755
jac_CC-191,CC056/GeniUnc,24,16.4475372,6.38173313,52.0224845,33.1237297,168.5407354,,,,,,,,,
jac_CC-193,CC043/GeniUnc,4,96.80981411,60.64362648,,90.8121231,346.2277494,0.006128263,0.053277301,0.004907944,0.012636371,0.001566986,0.019590841,0.02978109,0.039440734,0.011126504
